35,3,DANGEROUS DRUGS,HALLUCINOGEN - SELL,0
35,4,DANGEROUS DRUGS,HALLUCINOGEN - POSSESS,0
35,5,DANGEROUS DRUGS,HALLUCINOGEN,0
35,10,DANGEROUS DRUGS,HEROIN - SELL,0
35,11,DANGEROUS DRUGS,HEROIN - SMUGGL,0
35,12,DANGEROUS DRUGS,HEROIN - POSSESS,0
35,13,DANGEROUS DRUGS,HEROIN,0
35,20,DANGEROUS DRUGS,OPIUM OR DERIV - SELL,0
35,21,DANGEROUS DRUGS,OPIUM OR DERIV - SMUGGL,0
35,22,DANGEROUS DRUGS,OPIUM OR DERIV - POSSESS,0
35,23,DANGEROUS DRUGS,OPIUM OR DERIV,0
35,30,DANGEROUS DRUGS,COCAINE - SELL,0
35,31,DANGEROUS DRUGS,COCAINE - SMUGGL,0
35,32,DANGEROUS DRUGS,COCAINE - POSSESS,0
35,33,DANGEROUS DRUGS,COCAINE,0
35,40,DANGEROUS DRUGS,SYNTH NARCOTIC -SELL,0
35,41,DANGEROUS DRUGS,SYNTH NARCOTIC - SMUGGL,0
35,42,DANGEROUS DRUGS,SYNTH NARCOTIC - POSSESS,0
35,43,DANGEROUS DRUGS,SYNTH NARCOTIC,0
35,50,DANGEROUS DRUGS,NARCOTIC EQUIP - POSSESS,0
35,60,DANGEROUS DRUGS,MARIJUANA - SELL,0
35,61,DANGEROUS DRUGS,MARIJUANA - SMUGGL,0
35,62,DANGEROUS DRUGS,MARIJUANA - POSSESS,0
35,63,DANGEROUS DRUGS,MARIJUANA - PRODUCING,0
35,64,DANGEROUS DRUGS,MARIJUANA,0
35,70,DANGEROUS DRUGS,AMPHETAMINE - MFR,0
35,71,DANGEROUS DRUGS,AMPHETAMINE - SELL,0
35,72,DANGEROUS DRUGS,AMPHETAMINE - POSSESS,0
35,73,DANGEROUS DRUGS,AMPHETAMINE,0
35,80,DANGEROUS DRUGS,BARBITURATE - MFR,0
35,81,DANGEROUS DRUGS,BARBITURATE - SELL,0
35,82,DANGEROUS DRUGS,BARBITURATE - POSSESS,0
35,83,DANGEROUS DRUGS,BARBITURATE,0
35,99,DANGEROUS DRUGS,DANGEROUS DRUGS (FREE TEXT),0
36,1,SEX OFFENSES,SEX OFFENSE - AGAINST CHILD-FONDLING,0
36,2,SEX OFFENSES,HOMOSEXUAL ACT WITH GIRL,0
36,3,SEX OFFENSES,HOMOSEXUAL ACT WITH BOY,0
36,4,SEX OFFENSES,INCEST WITH MINOR,0
36,5,SEX OFFENSES,INDECENT EXPOSURE,0
36,6,SEX OFFENSES,BESTIALITY,0
36,7,SEX OFFENSES,INCEST WITH ADULT,0
36,8,SEX OFFENSES,SEDUCTION OF ADULT,0
36,9,SEX OFFENSES,HOMOSEXUAL ACT WITH WOMAN,0
36,10,SEX OFFENSES,HOMOSEXUAL ACT WITH MAN,0
36,11,SEX OFFENSES,PEEPING TOM,0
36,12,SEX OFFENSES,FAILURE TO REGISTER AS A SEX OFFENDER,0
36,13,SEX OFFENSES,SEX OFFENDER REGISTRATION VIOLATION,0
36,14,SEX OFFENSES,INDECENT EXPOSURE TO MINOR,0
36,15,SEX OFFENSES,INDECENT EXPOSURE TO ADULT,0
36,16,SEX OFFENSES,LEWD OR LASCIVIOUS ACTS WITH MINOR,0
36,17,SEX OFFENSES,SEXUALLY VIOLATE HUMAN REMAINS/NECROPHILIA,0
36,18,SEX OFFENSES,MOLESTATION OF A MINOR,0
36,19,SEX OFFENSES,VOYEURISM,0
36,20,SEX OFFENSES,SEX OFFENSE - ELDERLY,0
36,21,SEX OFFENSES,SEX OFFENSE - DISABLED,0
36,22,SEX OFFENSES,TRANSPORT INTERSTATE FOR SEXUAL ACTIVITY,0
36,23,SEX OFFENSES,SEX OFFENSES NOT INVOLVING SEXUAL ASSAULT OR COMMERCIALIZED SEX,0
36,99,SEX OFFENSES,SEX OFFENSE (FREE TEXT),0
37,0,OBSCENITY,OBSCENE MATERIAL,0
37,1,OBSCENITY,OBSCENE MATERIAL - MFR,0
37,2,OBSCENITY,OBSCENE MATERIAL - SELL,0
37,3,OBSCENITY,OBSCENE MATERIAL - MAILING,0
37,4,OBSCENITY,OBSCENE MATERIAL - POSSESS,0
37,5,OBSCENITY,OBSCENE MATERIAL - DISTRIB,0
37,6,OBSCENITY,OBSCENE MATERIAL - TRANSPORT,0
37,7,OBSCENITY,OBSCENE COMMUNICATION,0
37,99,OBSCENITY,OBSCENITY (FREE TEXT),0
38,1,FAMILY OFFENSES,NEGLECT FAMILY,0
38,2,FAMILY OFFENSES,CRUELTY TOWARD CHILD,0
38,3,FAMILY OFFENSES,CRUELTY TOWARD WIFE,0
38,4,FAMILY OFFENSES,BIGAMY,0
38,5,FAMILY OFFENSES,CONTRIB DELINQ MINOR,0
38,6,FAMILY OFFENSES,NEGLECT CHILD,0
38,7,FAMILY OFFENSES,NONPAYMENT OF ALIMONY,0
38,8,FAMILY OFFENSES,NONSUPPORT OF PARENT,0
38,9,FAMILY OFFENSES,CRUELTY TOWARD ELDERLY,0
38,10,FAMILY OFFENSES,CRUELTY TOWARD DISABLED,0
38,11,FAMILY OFFENSES,NEGLECT ELDERLY,0
38,12,FAMILY OFFENSES,NEGLECT DISABLED,0
38,99,FAMILY OFFENSES,FAMILY OFFENSES (FREE TEXT),0
39,1,GAMBLING,BOOKMAKING,0
39,2,GAMBLING,CARD GAME - OPERATING,0
39,4,GAMBLING,CARD GAME,0
39,5,GAMBLING,DICE GAME - OPERATING,0
39,7,GAMBLING,DICE GAME,0
39,8,GAMBLING,GAMBLING DEVICE - POSSESS,0
39,9,GAMBLING,GAMBLING DEVICE - TRANSPORT,0
39,10,GAMBLING,GAMBLING DEVICE - NOT REGISTERED,0
39,11,GAMBLING,GAMBLING DEVICE,0
39,12,GAMBLING,GAMBLING GOODS - POSSESS,0
39,13,GAMBLING,GAMBLING GOODS - TRANSPORT,0
39,14,GAMBLING,GAMBLING GOODS,0
39,15,GAMBLING,LOTTERY - OPERATING,0
39,16,GAMBLING,LOTTERY - RUNNER,0
39,18,GAMBLING,LOTTERY,0
39,19,GAMBLING,SPORTS TAMPERING,0
39,20,GAMBLING,TRANSMIT WAGER INFORMATION,0
39,21,GAMBLING,ESTABLISH GAMBLING PLACE,0
39,99,GAMBLING,GAMBLING (FREE TEXT),0
40,1,COMMERCIALIZED SEXUAL OFFENSES,KEEPING HOUSE ILL FAME,0
40,2,COMMERCIALIZED SEXUAL OFFENSES,PROCURE FOR PROSTITUTE,0
40,3,COMMERCIALIZED SEXUAL OFFENSES,COMMERCIAL SEX - HOMOSEXUAL PROSTITUTION,0
40,4,COMMERCIALIZED SEXUAL OFFENSES,PROSTITUTION,0
40,5,COMMERCIALIZED SEXUAL OFFENSES,FREQUENT HOUSE ILL FAME,0
40,6,COMMERCIALIZED SEXUAL OFFENSES,TRNSP FEMALE INTERSTATE FOR IMMORAL PURP,0
40,7,COMMERCIALIZED SEXUAL OFFENSES,PROCURE FOR PROSTITUTE WHO IS A MINOR,0
40,8,COMMERCIALIZED SEXUAL OFFENSES,PROCURE FOR PROSTITUTE WHO IS AN ADULT,0
40,9,COMMERCIALIZED SEXUAL OFFENSES,TRANSPORT INTERSTATE FOR COMMERCIALIZED SEX,0
40,99,COMMERCIALIZED SEXUAL OFFENSES,COMMERCIAL SEX (FREE TEXT),0
41,1,LIQUOR LAWS,LIQUOR - MFR,0
41,2,LIQUOR LAWS,LIQUOR - SELL,0
41,3,LIQUOR LAWS,LIQUOR - TRANSPORT,0
41,4,LIQUOR LAWS,LIQUOR - POSSESS,0
41,5,LIQUOR LAWS,MISREPRESENT AGE,0
41,99,LIQUOR LAWS,LIQUOR (FREE TEXT),0
48,1,OBSTRUCTING POLICE,RESISTING OFFICER,1
48,2,OBSTRUCTING POLICE,OBSTRUCT CRIMINAL INVEST,0
48,3,OBSTRUCTING POLICE,MAKING FALSE REPORT,0
48,4,OBSTRUCTING POLICE,EVIDENCE - DESTROYING,0
48,5,OBSTRUCTING POLICE,WITNESS - DISSUADING,0
48,6,OBSTRUCTING POLICE,WITNESS - DECEIVING,0
48,7,OBSTRUCTING POLICE,REFUSING TO AID OFFICER,0
48,8,OBSTRUCTING POLICE,COMPOUNDING CRIME,0
48,9,OBSTRUCTING POLICE,UNAUTH COMMUNICATION WITH PRISONER,0
48,10,OBSTRUCTING POLICE,ILLEGAL ARREST,0
48,11,OBSTRUCTING POLICE,CROSSING POLICE LINES,0
48,12,OBSTRUCTING POLICE,FAILURE REPORT CRIME,0
48,13,OBSTRUCTING POLICE,FAILING TO MOVE ON,0
48,99,OBSTRUCTING POLICE,OBSTRUCT POLICE (FREE TEXT),1
49,1,FLIGHT / ESCAPE,ESCAPE,0
49,2,FLIGHT / ESCAPE,FLIGHT TO AVOID,0
49,3,FLIGHT / ESCAPE,AIDING PRISONER ESCAPE,0
49,4,FLIGHT / ESCAPE,HARBORING ESCAPE/FUGITIVE,0
49,99,FLIGHT / ESCAPE,FLIGHT-ESCAPE (FREE TEXT),0
50,1,OBSTRUCT JUSTICE,OBSTRUCT JUSTICE SECURED BOND,1
50,2,OBSTRUCT JUSTICE,BAIL - PERSONAL RECOG,0
50,3,OBSTRUCT JUSTICE,PERJURY,0
50,4,OBSTRUCT JUSTICE,PERJURY - SUBORNATION OF,0
50,5,OBSTRUCT JUSTICE,CONTEMPT OF COURT SEE MIS,0
50,6,OBSTRUCT JUSTICE,OBSTRUCTING JUSTICE,0
50,7,OBSTRUCT JUSTICE,OBSTRUCTING COURT ORDER,0
50,8,OBSTRUCT JUSTICE,MISCONDUCT - JUDIC OFFICER,0
50,9,OBSTRUCT JUSTICE,CONTEMPT OF CONGRESS,0
50,10,OBSTRUCT JUSTICE,CONTEMPT OF LEGISLATURE,0
50,11,OBSTRUCT JUSTICE,PAROLE VIOLATION,0
50,12,OBSTRUCT JUSTICE,PROB VIOLATION,0
50,13,OBSTRUCT JUSTICE,CONDIT RELEASE VIOLATION,0
50,14,OBSTRUCT JUSTICE,MANDATORY RELEASE VIOLATION,0
50,15,OBSTRUCT JUSTICE,FAILURE TO APPEAR,0
50,16,OBSTRUCT JUSTICE,VIOLATION OF A COURT ORDER,0
50,99,OBSTRUCT JUSTICE,OBSTRUCT JUSTICE,0
51,1,BRIBERY,BRIBE - GIVING,0
51,2,BRIBERY,BRIBE - OFFERING,0
51,3,BRIBERY,BRIBE - RECEIVING,0
51,4,BRIBERY,BRIBE - (FREE TEXT),0
51,5,BRIBERY,CONFLICT OF INTEREST,0
51,6,BRIBERY,GRATUITY - GIVING,0
51,7,BRIBERY,GRATUITY - OFFERING,0
51,8,BRIBERY,GRATUITY - RECEIVING,0
51,9,BRIBERY,GRATUITY,0
51,10,BRIBERY,KICKBACK - GIVING,0
51,11,BRIBERY,KICKBACK - OFFERING,0
51,12,BRIBERY,KICKBACK - RECEIVING,0
51,13,BRIBERY,KICKBACK,0
51,99,BRIBERY,BRIBERY (FREE TEXT),0
52,1,WEAPONS,ALTERING IDENTIFICATION ON WEAPON,0
52,2,WEAPONS,CARRYING CONCEALED WEAPON,2
52,3,WEAPONS,CARRYING PROHIBITED WEAPON,2
52,4,WEAPONS,EXPLOSIVES - TEACHING USE,1
52,5,WEAPONS,EXPLOSIVES - TRANSPORTING,2
52,6,WEAPONS,EXPLOSIVES - USING,2
52,7,WEAPONS,INCENDIARY DEVICE - POSSESS,1
52,8,WEAPONS,INCENDIARY DEVICE - USING,1
52,9,WEAPONS,INCENDIARY DEVICE - TEACHING USE,1
52,10,WEAPONS,LICENSING - REGISTRATION WEAPON,0
52,11,WEAPONS,EXPLOSIVES - POSSESSING,2
52,12,WEAPONS,POSSESSION OF WEAPON,2
52,13,WEAPONS,FIRING WEAPON,2
52,14,WEAPONS,SELLING WEAPON,2
52,15,WEAPONS,THREAT TO BOMB,1
52,16,WEAPONS,THREAT TO BURN,1
52,99,WEAPONS,WEAPON OFFENSE (FREE TEXT),2
53,1,PEACE DISTURBANCE,ANARCHISM,1
53,2,PEACE DISTURBANCE,RIOT - INCITING,1
53,3,PEACE DISTURBANCE,RIOT - ENGAGING IN,1
53,4,PEACE DISTURBANCE,RIOT - INTERFERE FIREMAN,1
53,5,PEACE DISTURBANCE,RIOT - INTERFERE OFFICER,1
53,6,PEACE DISTURBANCE,RIOT - (FREE TEXT),1
53,7,PEACE DISTURBANCE,ASSEMBLY - UNLAWFUL,0
53,9,PEACE DISTURBANCE,HARASSING COMMUNICATION,0
53,10,PEACE DISTURBANCE,DESECRATING FLAG,0
53,11,PEACE DISTURBANCE,DISORD CONDUCT,0
53,99,PEACE DISTURBANCE,PUBLIC PEACE (FREE TEXT),0
54,1,MOTOR VEHICLE,HIT AND RUN,0
54,2,MOTOR VEHICLE,TRANSP DANGEROUS MATERIAL,0
54,3,MOTOR VEHICLE,DRIVING UNDER INFLUENCE DRUGS,0
54,4,MOTOR VEHICLE,DRIVING UNDER INFLUENCE LIQUOR,0
54,5,MOTOR VEHICLE,MOVING TRAFFIC VIOL,0
54,6,MOTOR VEHICLE,NONMOVING TRAFFIC VIOLATION,0
54,99,MOTOR VEHICLE,TRAFFIC OFFENSE (FREE TEXT),0
55,1,HEALTH AND SAFETY,DRUGS - ADULTERATED,0
55,2,HEALTH AND SAFETY,DRUGS - MISBRANDED,0
55,3,HEALTH AND SAFETY,DRUGS - HEALTH OR SAFETY,0
55,10,HEALTH AND SAFETY,FOOD - ADULTERATED,0
55,11,HEALTH AND SAFETY,FOOD - MISBRANDED,0
55,12,HEALTH AND SAFETY,FOOD - HEALTH OR SAFETY,0
55,20,HEALTH AND SAFETY,COSMETICS - ADULTERATED,0
55,21,HEALTH AND SAFETY,COSMETICS - MISBRANDED,0
55,22,HEALTH AND SAFETY,COSMETICS - HEALTH OR SAFETY,0
55,99,HEALTH AND SAFETY,HEALTH - SAFETY (FREE TEXT),0
56,99,CIVIL RIGHTS,CIVIL RIGHTS (FREE TEXT),0
57,1,INVASION OF PRIVACY,DIVULGE EAVESDROP INFO,0
57,2,INVASION OF PRIVACY,DIVULGE EAVESDROP ORDER,0
57,3,INVASION OF PRIVACY,DIVULGE MESSAGE CONTENTS,0
57,4,INVASION OF PRIVACY,EAVESDROPPING - (FREE TEXT),0
57,5,INVASION OF PRIVACY,EAVESDROP EQUI - (FREE TEXT),0
57,6,INVASION OF PRIVACY,OPENING SEALED COMMUNICATION,0
57,7,INVASION OF PRIVACY,TRESPASSING - (FREE TEXT),0
